id,name,stix_id,attack_id,attack_url,matrix,created_on,updated_on,attack_type,stix_type
2344,DRATzarus,malware--56aa3c82-ed40-4b5a-84bf-7231356d9e96,S0694,https://attack.mitre.org/software/S0694,mitre-attack,"2022-10-20 14:15:04.757613","2022-10-20 14:15:04.757624",software,malware
2345,BOOSTWRITE,malware--56d10a7f-bb42-4267-9b4c-63abb9c06010,S0415,https://attack.mitre.org/software/S0415,mitre-attack,"2022-10-20 14:15:04.758881","2022-10-20 14:15:04.758897",software,malware
2346,"Rising Sun",malware--56e6b6c2-e573-4969-8bab-783205cebbbf,S0448,https://attack.mitre.org/software/S0448,mitre-attack,"2022-10-20 14:15:04.760700","2022-10-20 14:15:04.760733",software,malware
2347,ASPXSpy,malware--56f46b17-8cfa-46c0-b501-dd52fef394e2,S0073,https://attack.mitre.org/software/S0073,mitre-attack,"2022-10-20 14:15:04.762078","2022-10-20 14:15:04.762094",software,malware
2348,NotPetya,malware--5719af9d-6b16-46f9-9b28-fb019541ddbb,S0368,https://attack.mitre.org/software/S0368,mitre-attack,"2022-10-20 14:15:04.763590","2022-10-20 14:15:04.763605",software,malware
2349,ShimRat,malware--5763217a-05b6-4edd-9bca-057e47b5e403,S0444,https://attack.mitre.org/software/S0444,mitre-attack,"2022-10-20 14:15:04.764693","2022-10-20 14:15:04.764704",software,malware
2350,Chrommme,malware--579607c2-d046-40df-99ab-beb479c37a2a,S0667,https://attack.mitre.org/software/S0667,mitre-attack,"2022-10-20 14:15:04.766095","2022-10-20 14:15:04.766109",software,malware
2351,BADFLICK,malware--57d83eac-a2ea-42b0-a7b2-c80c55157790,S0642,https://attack.mitre.org/software/S0642,mitre-attack,"2022-10-20 14:15:04.767202","2022-10-20 14:15:04.767213",software,malware
2352,ObliqueRAT,malware--5864e59f-eb4c-43ad-83b2-b5e4fae056c9,S0644,https://attack.mitre.org/software/S0644,mitre-attack,"2022-10-20 14:15:04.768744","2022-10-20 14:15:04.768756",software,malware
2353,SHOTPUT,malware--58adaaa8-f1e8-4606-9a08-422e568461eb,S0063,https://attack.mitre.org/software/S0063,mitre-attack,"2022-10-20 14:15:04.769998","2022-10-20 14:15:04.770011",software,malware
2354,Avaddon,malware--58c5a3a1-928f-4094-9e98-a5a4e56dd5f3,S0640,https://attack.mitre.org/software/S0640,mitre-attack,"2022-10-20 14:15:04.771144","2022-10-20 14:15:04.771158",software,malware
2355,Conficker,malware--58eddbaf-7416-419a-ad7b-e65b9d4c3b55,S0608,https://attack.mitre.org/software/S0608,mitre-attack,"2022-10-20 14:15:04.772361","2022-10-20 14:15:04.772373",software,malware
2356,Flagpro,malware--592260fb-dd5c-4a30-8d99-106a0485be0d,S0696,https://attack.mitre.org/software/S0696,mitre-attack,"2022-10-20 14:15:04.773497","2022-10-20 14:15:04.773508",software,malware
2357,Hi-Zor,malware--5967cc93-57c9-404a-8ffd-097edfa7bdfc,S0087,https://attack.mitre.org/software/S0087,mitre-attack,"2022-10-20 14:15:04.774744","2022-10-20 14:15:04.774756",software,malware
2358,SpicyOmelette,malware--599cd7b5-37b5-4cdd-8174-2811531ce9d0,S0646,https://attack.mitre.org/software/S0646,mitre-attack,"2022-10-20 14:15:04.775930","2022-10-20 14:15:04.775946",software,malware
2359,XAgentOSX,malware--59a97b15-8189-4d51-9404-e1ce8ea4a069,S0161,https://attack.mitre.org/software/S0161,mitre-attack,"2022-10-20 14:15:04.796026","2022-10-20 14:15:04.796048",software,malware
2360,"Green Lambert",malware--59c8a28c-200c-4565-9af1-cbdb24870ba0,S0690,https://attack.mitre.org/software/S0690,mitre-attack,"2022-10-20 14:15:04.797714","2022-10-20 14:15:04.797730",software,malware
2361,"China Chopper",malware--5a3a31fe-5a8f-48e1-bff0-a753e5b1be70,S0020,https://attack.mitre.org/software/S0020,mitre-attack,"2022-10-20 14:15:04.799483","2022-10-20 14:15:04.799500",software,malware
2362,CALENDAR,malware--5a84dc36-df0d-4053-9b7c-f0c388a57283,S0025,https://attack.mitre.org/software/S0025,mitre-attack,"2022-10-20 14:15:04.801221","2022-10-20 14:15:04.801236",software,malware
2363,LockerGoga,malware--5af7a825-2d9f-400d-931a-e00eb9e27f48,S0372,https://attack.mitre.org/software/S0372,mitre-attack,"2022-10-20 14:15:04.802810","2022-10-20 14:15:04.802823",software,malware
2364,Chaos,malware--5bcd5511-6756-4824-a692-e8bb109364af,S0220,https://attack.mitre.org/software/S0220,mitre-attack,"2022-10-20 14:15:04.804230","2022-10-20 14:15:04.804245",software,malware
2365,ISMInjector,malware--5be33fef-39c0-4532-84ee-bea31e1b5324,S0189,https://attack.mitre.org/software/S0189,mitre-attack,"2022-10-20 14:15:04.805884","2022-10-20 14:15:04.805898",software,malware
2366,PUNCHBUGGY,malware--5c6ed2dc-37f4-40ea-b2e1-4c76140a388c,S0196,https://attack.mitre.org/software/S0196,mitre-attack,"2022-10-20 14:15:04.807024","2022-10-20 14:15:04.807035",software,malware
2367,GoldMax,malware--5c747acd-47f0-4c5a-b9e5-213541fc01e0,S0588,https://attack.mitre.org/software/S0588,mitre-attack,"2022-10-20 14:15:04.808218","2022-10-20 14:15:04.808229",software,malware
2368,HELLOKITTY,malware--5d11d418-95dd-4377-b782-23160dfa17b4,S0617,https://attack.mitre.org/software/S0617,mitre-attack,"2022-10-20 14:15:04.810222","2022-10-20 14:15:04.810236",software,malware
2369,CostaBricks,malware--5d342981-5194-41e7-b33f-8e91998d7d88,S0614,https://attack.mitre.org/software/S0614,mitre-attack,"2022-10-20 14:15:04.811369","2022-10-20 14:15:04.811388",software,malware
2370,KeyBoy,malware--5dd649c0-bca4-488b-bd85-b180474ec62e,S0387,https://attack.mitre.org/software/S0387,mitre-attack,"2022-10-20 14:15:04.812561","2022-10-20 14:15:04.812573",software,malware
2371,POSHSPY,malware--5e595477-2e78-4ce7-ae42-e0b059b17808,S0150,https://attack.mitre.org/software/S0150,mitre-attack,"2022-10-20 14:15:04.813746","2022-10-20 14:15:04.813756",software,malware
2372,MiniDuke,malware--5e7ef1dc-7fb6-4913-ac75-e06113b59e0c,S0051,https://attack.mitre.org/software/S0051,mitre-attack,"2022-10-20 14:15:04.815277","2022-10-20 14:15:04.815292",software,malware
2373,HyperBro,malware--5e814485-012d-423d-b769-026bfed0f451,S0398,https://attack.mitre.org/software/S0398,mitre-attack,"2022-10-20 14:15:04.816566","2022-10-20 14:15:04.816579",software,malware
2374,Anchor,malware--5f1d4579-4e8f-48e7-860e-2da773ae432e,S0504,https://attack.mitre.org/software/S0504,mitre-attack,"2022-10-20 14:15:04.817584","2022-10-20 14:15:04.817594",software,malware
2375,Pteranodon,malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,S0147,https://attack.mitre.org/software/S0147,mitre-attack,"2022-10-20 14:15:04.818856","2022-10-20 14:15:04.818868",software,malware
2376,ROKRAT,malware--60a9c2f0-b7a5-4e8e-959c-e1a3ff314a5f,S0240,https://attack.mitre.org/software/S0240,mitre-attack,"2022-10-20 14:15:04.820107","2022-10-20 14:15:04.820121",software,malware
2377,CORESHELL,malware--60c18d06-7b91-4742-bae3-647845cd9d81,S0137,https://attack.mitre.org/software/S0137,mitre-attack,"2022-10-20 14:15:04.821250","2022-10-20 14:15:04.821260",software,malware
2378,RunningRAT,malware--60d50676-459a-47dd-92e9-a827a9fe9c58,S0253,https://attack.mitre.org/software/S0253,mitre-attack,"2022-10-20 14:15:04.822854","2022-10-20 14:15:04.822893",software,malware
2379,Babuk,malware--61c7a91a-0b83-461d-ad32-75d96eed4a09,S0638,https://attack.mitre.org/software/S0638,mitre-attack,"2022-10-20 14:15:04.824442","2022-10-20 14:15:04.824457",software,malware
2380,DarkWatchman,malware--63686509-069b-4143-99ea-4e59cad6cb2a,S0673,https://attack.mitre.org/software/S0673,mitre-attack,"2022-10-20 14:15:04.825580","2022-10-20 14:15:04.825594",software,malware
2381,Dyre,malware--63c2a130-8a5b-452f-ad96-07cf0af12ffe,S0024,https://attack.mitre.org/software/S0024,mitre-attack,"2022-10-20 14:15:04.826965","2022-10-20 14:15:04.826978",software,malware
2382,BlackMould,malware--63c4511b-2d6e-4bb2-b582-e2e99a8a467d,S0564,https://attack.mitre.org/software/S0564,mitre-attack,"2022-10-20 14:15:04.828090","2022-10-20 14:15:04.828108",software,malware
2383,Javali,malware--64122557-5940-4271-9123-25bfc0c693db,S0528,https://attack.mitre.org/software/S0528,mitre-attack,"2022-10-20 14:15:04.830160","2022-10-20 14:15:04.830220",software,malware
2384,BBSRAT,malware--64d76fa5-cf8f-469c-b78c-1a4f7c5bad80,S0127,https://attack.mitre.org/software/S0127,mitre-attack,"2022-10-20 14:15:04.831507","2022-10-20 14:15:04.831521",software,malware
2385,PlugX,malware--64fa0de0-6240-41f4-8638-f4ca7ed528fd,S0013,https://attack.mitre.org/software/S0013,mitre-attack,"2022-10-20 14:15:04.832793","2022-10-20 14:15:04.832809",software,malware
2386,Reaver,malware--65341f30-bec6-4b1d-8abf-1a5620446c29,S0172,https://attack.mitre.org/software/S0172,mitre-attack,"2022-10-20 14:15:04.834921","2022-10-20 14:15:04.834937",software,malware
2387,Bisonal,malware--65ffc206-d7c1-45b3-b543-f6b726e7840d,S0268,https://attack.mitre.org/software/S0268,mitre-attack,"2022-10-20 14:15:04.836322","2022-10-20 14:15:04.836335",software,malware
2388,S-Type,malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131,S0085,https://attack.mitre.org/software/S0085,mitre-attack,"2022-10-20 14:15:04.837527","2022-10-20 14:15:04.837541",software,malware
2389,SeaDuke,malware--67e6d66b-1b82-4699-b47a-e2efb6268d14,S0053,https://attack.mitre.org/software/S0053,mitre-attack,"2022-10-20 14:15:04.838685","2022-10-20 14:15:04.838697",software,malware
2390,BS2005,malware--67fc172a-36fa-4a35-88eb-4ba730ed52a6,S0014,https://attack.mitre.org/software/S0014,mitre-attack,"2022-10-20 14:15:04.840066","2022-10-20 14:15:04.840082",software,malware
2391,DustySky,malware--687c23e4-4e25-4ee7-a870-c5e002511f54,S0062,https://attack.mitre.org/software/S0062,mitre-attack,"2022-10-20 14:15:04.841598","2022-10-20 14:15:04.841617",software,malware
2392,Duqu,malware--68dca94f-c11d-421e-9287-7c501108e18c,S0038,https://attack.mitre.org/software/S0038,mitre-attack,"2022-10-20 14:15:04.842877","2022-10-20 14:15:04.842891",software,malware
2393,Truvasys,malware--691c60e2-273d-4d56-9ce6-b67e0f8719ad,S0178,https://attack.mitre.org/software/S0178,mitre-attack,"2022-10-20 14:15:04.844127","2022-10-20 14:15:04.844140",software,malware
2394,Remsec,malware--69d6f4a9-fcf0-4f51-bca7-597c51ad0bb8,S0125,https://attack.mitre.org/software/S0125,mitre-attack,"2022-10-20 14:15:04.845853","2022-10-20 14:15:04.845869",software,malware
2395,Sykipot,malware--6a0ef5d4-fc7c-4dda-85d7-592e4dbdc5d9,S0018,https://attack.mitre.org/software/S0018,mitre-attack,"2022-10-20 14:15:04.847210","2022-10-20 14:15:04.847226",software,malware
2396,Explosive,malware--6a21e3a4-5ffe-4581-af9a-6a54c7536f44,S0569,https://attack.mitre.org/software/S0569,mitre-attack,"2022-10-20 14:15:04.848729","2022-10-20 14:15:04.848746",software,malware
2397,Xbash,malware--6a92d80f-cc65-45f6-aa66-3cdea6786b3c,S0341,https://attack.mitre.org/software/S0341,mitre-attack,"2022-10-20 14:15:04.849890","2022-10-20 14:15:04.849903",software,malware
2398,Rover,malware--6b616fc1-1505-48e3-8b2c-0d19337bff38,S0090,https://attack.mitre.org/software/S0090,mitre-attack,"2022-10-20 14:15:04.851121","2022-10-20 14:15:04.851137",software,malware
2399,Epic,malware--6b62e336-176f-417b-856a-8552dd8c44e1,S0091,https://attack.mitre.org/software/S0091,mitre-attack,"2022-10-20 14:15:04.852126","2022-10-20 14:15:04.852142",software,malware
2400,LightNeuron,malware--6ba1d7ae-d60b-43e6-9f08-a8b787e9d9cb,S0395,https://attack.mitre.org/software/S0395,mitre-attack,"2022-10-20 14:15:04.855349","2022-10-20 14:15:04.855403",software,malware
2401,Peppy,malware--6c2550d5-a01a-4bbb-a004-6ead348ba623,S0643,https://attack.mitre.org/software/S0643,mitre-attack,"2022-10-20 14:15:04.857306","2022-10-20 14:15:04.857322",software,malware
2402,Cuba,malware--6cd07296-14aa-403d-9229-6343d03d4752,S0625,https://attack.mitre.org/software/S0625,mitre-attack,"2022-10-20 14:15:04.859497","2022-10-20 14:15:04.859512",software,malware
2403,DEATHRANSOM,malware--6de9cad1-eed2-4e27-b0b5-39fa29349ea0,S0616,https://attack.mitre.org/software/S0616,mitre-attack,"2022-10-20 14:15:04.860808","2022-10-20 14:15:04.860820",software,malware
2404,Clambling,malware--6e95feb1-78ee-48d3-b421-4d76663b5c49,S0660,https://attack.mitre.org/software/S0660,mitre-attack,"2022-10-20 14:15:04.862172","2022-10-20 14:15:04.862182",software,malware
2405,NanHaiShu,malware--705f0783-5f7d-4491-b6b7-9628e6e006d2,S0228,https://attack.mitre.org/software/S0228,mitre-attack,"2022-10-20 14:15:04.863270","2022-10-20 14:15:04.863288",software,malware
2406,ThiefQuest,malware--727afb95-3d0f-4451-b297-362a43909923,S0595,https://attack.mitre.org/software/S0595,mitre-attack,"2022-10-20 14:15:04.864391","2022-10-20 14:15:04.864404",software,malware
2407,FoggyWeb,malware--72911fe3-f085-40f7-b4f2-f25a4221fe44,S0661,https://attack.mitre.org/software/S0661,mitre-attack,"2022-10-20 14:15:04.865642","2022-10-20 14:15:04.865655",software,malware
2408,Carbanak,malware--72f54d66-675d-4587-9bd3-4ed09f9522e4,S0030,https://attack.mitre.org/software/S0030,mitre-attack,"2022-10-20 14:15:04.866885","2022-10-20 14:15:04.866900",software,malware
2409,XTunnel,malware--7343e208-7cab-45f2-a47b-41ba5e2f0fab,S0117,https://attack.mitre.org/software/S0117,mitre-attack,"2022-10-20 14:15:04.868063","2022-10-20 14:15:04.868078",software,malware
2410,Hydraq,malware--73a4793a-ce55-4159-b2a6-208ef29b326f,S0203,https://attack.mitre.org/software/S0203,mitre-attack,"2022-10-20 14:15:04.869093","2022-10-20 14:15:04.869108",software,malware
2411,SHARPSTATS,malware--73c4711b-407a-449d-b269-e3b1531fe7a9,S0450,https://attack.mitre.org/software/S0450,mitre-attack,"2022-10-20 14:15:04.870022","2022-10-20 14:15:04.870033",software,malware
2412,Ferocious,malware--73d08401-005f-4e1f-90b9-8f45d120879f,S0679,https://attack.mitre.org/software/S0679,mitre-attack,"2022-10-20 14:15:04.871125","2022-10-20 14:15:04.871144",software,malware
2413,HOMEFRY,malware--7451bcf9-e6e6-4a70-bc3d-1599173d0035,S0232,https://attack.mitre.org/software/S0232,mitre-attack,"2022-10-20 14:15:04.872329","2022-10-20 14:15:04.872344",software,malware
2414,"Caterpillar WebShell",malware--751b77e6-af1f-483b-93fe-eddf17f92a64,S0572,https://attack.mitre.org/software/S0572,mitre-attack,"2022-10-20 14:15:04.873565","2022-10-20 14:15:04.873582",software,malware
2415,Netwalker,malware--754effde-613c-4244-a83e-fb659b2a4d06,S0457,https://attack.mitre.org/software/S0457,mitre-attack,"2022-10-20 14:15:04.874677","2022-10-20 14:15:04.874693",software,malware
2416,Elise,malware--7551188b-8f91-4d34-8350-0d0c57b2b913,S0081,https://attack.mitre.org/software/S0081,mitre-attack,"2022-10-20 14:15:04.875711","2022-10-20 14:15:04.875725",software,malware
2417,USBferry,malware--75bba379-4ba1-467e-8c60-ec2b269ee984,S0452,https://attack.mitre.org/software/S0452,mitre-attack,"2022-10-20 14:15:04.879815","2022-10-20 14:15:04.879831",software,malware
2418,WannaCry,malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,S0366,https://attack.mitre.org/software/S0366,mitre-attack,"2022-10-20 14:15:04.881161","2022-10-20 14:15:04.881171",software,malware
2419,Gazer,malware--76abb3ef-dafd-4762-97cb-a35379429db4,S0168,https://attack.mitre.org/software/S0168,mitre-attack,"2022-10-20 14:15:04.882604","2022-10-20 14:15:04.882616",software,malware
2420,TSCookie,malware--76ac7989-c5cc-42e2-93e3-d6c476f01ace,S0436,https://attack.mitre.org/software/S0436,mitre-attack,"2022-10-20 14:15:04.884299","2022-10-20 14:15:04.884316",software,malware
2421,Pay2Key,malware--77ca1aa3-280c-4b67-abaa-e8fb891a8f83,S0556,https://attack.mitre.org/software/S0556,mitre-attack,"2022-10-20 14:15:04.885650","2022-10-20 14:15:04.885668",software,malware
2422,Chaes,malware--77e0ecf7-ca91-4c06-8012-8e728986a87a,S0631,https://attack.mitre.org/software/S0631,mitre-attack,"2022-10-20 14:15:04.887201","2022-10-20 14:15:04.887217",software,malware
2423,Briba,malware--79499993-a8d6-45eb-b343-bf58dea5bdde,S0204,https://attack.mitre.org/software/S0204,mitre-attack,"2022-10-20 14:15:04.888561","2022-10-20 14:15:04.888577",software,malware
2424,CharmPower,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,S0674,https://attack.mitre.org/software/S0674,mitre-attack,"2022-10-20 14:15:04.889871","2022-10-20 14:15:04.889887",software,malware
2425,TYPEFRAME,malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,S0263,https://attack.mitre.org/software/S0263,mitre-attack,"2022-10-20 14:15:04.891121","2022-10-20 14:15:04.891135",software,malware
2426,"3PARA RAT",malware--7bec698a-7e20-4fd3-bb6a-12787770fb1a,S0066,https://attack.mitre.org/software/S0066,mitre-attack,"2022-10-20 14:15:04.892174","2022-10-20 14:15:04.892186",software,malware
2427,Bundlore,malware--7bef1b56-4870-4e74-b32a-7dd88c390c44,S0482,https://attack.mitre.org/software/S0482,mitre-attack,"2022-10-20 14:15:04.893251","2022-10-20 14:15:04.893264",software,malware
2428,P8RAT,malware--7c58fff0-d206-4db1-96b1-e3a9e0e320b9,S0626,https://attack.mitre.org/software/S0626,mitre-attack,"2022-10-20 14:15:04.894533","2022-10-20 14:15:04.894548",software,malware
2429,EVILNUM,malware--7cdfccda-2950-4167-981a-60872ff5d0db,S0568,https://attack.mitre.org/software/S0568,mitre-attack,"2022-10-20 14:15:04.895946","2022-10-20 14:15:04.895962",software,malware
2430,KOMPROGO,malware--7dbb67c7-270a-40ad-836e-c45f8948aa5a,S0156,https://attack.mitre.org/software/S0156,mitre-attack,"2022-10-20 14:15:04.897173","2022-10-20 14:15:04.897183",software,malware
2431,SMOKEDHAM,malware--7e0f8b0f-716e-494d-827e-310bd6ed709e,S0649,https://attack.mitre.org/software/S0649,mitre-attack,"2022-10-20 14:15:04.898605","2022-10-20 14:15:04.898621",software,malware
2432,QUADAGENT,malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,S0269,https://attack.mitre.org/software/S0269,mitre-attack,"2022-10-20 14:15:04.899721","2022-10-20 14:15:04.899735",software,malware
2433,TAINTEDSCRIBE,malware--7f4bbe05-1674-4087-8a16-8f1ad61b6152,S0586,https://attack.mitre.org/software/S0586,mitre-attack,"2022-10-20 14:15:04.900896","2022-10-20 14:15:04.900909",software,malware
2434,Sys10,malware--7f8730af-f683-423f-9ee1-5f6875a80481,S0060,https://attack.mitre.org/software/S0060,mitre-attack,"2022-10-20 14:15:04.902058","2022-10-20 14:15:04.902072",software,malware
2435,pngdowner,malware--800bdfba-6d66-480f-9f45-15845c05cb5d,S0067,https://attack.mitre.org/software/S0067,mitre-attack,"2022-10-20 14:15:04.902973","2022-10-20 14:15:04.902984",software,malware
2436,BendyBear,malware--805480f1-6caa-4a67-8ca9-b2b39650d986,S0574,https://attack.mitre.org/software/S0574,mitre-attack,"2022-10-20 14:15:04.903965","2022-10-20 14:15:04.903979",software,malware
2437,Uroburos,malware--80a014ba-3fef-4768-990b-37d8bd10d7f4,S0022,https://attack.mitre.org/software/S0022,mitre-attack,"2022-10-20 14:15:04.905368","2022-10-20 14:15:04.905380",software,malware
2438,Metamorfo,malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2,S0455,https://attack.mitre.org/software/S0455,mitre-attack,"2022-10-20 14:15:04.906410","2022-10-20 14:15:04.906420",software,malware
2439,Trojan.Karagany,malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d,S0094,https://attack.mitre.org/software/S0094,mitre-attack,"2022-10-20 14:15:04.907538","2022-10-20 14:15:04.907556",software,malware
2440,Bandook,malware--835a79f1-842d-472d-b8f4-d54b545c341b,S0234,https://attack.mitre.org/software/S0234,mitre-attack,"2022-10-20 14:15:04.908782","2022-10-20 14:15:04.908796",software,malware
2441,PipeMon,malware--8393dac0-0583-456a-9372-fd81691bca20,S0501,https://attack.mitre.org/software/S0501,mitre-attack,"2022-10-20 14:15:04.909840","2022-10-20 14:15:04.909850",software,malware
2442,"SYNful Knock",malware--84c1ecc6-e5a2-4e8a-bf4b-651a618e0053,S0519,https://attack.mitre.org/software/S0519,mitre-attack,"2022-10-20 14:15:04.910946","2022-10-20 14:15:04.910958",software,malware
2443,TINYTYPHON,malware--85b39628-204a-48d2-b377-ec368cbcb7ca,S0131,https://attack.mitre.org/software/S0131,mitre-attack,"2022-10-20 14:15:04.912044","2022-10-20 14:15:04.912059",software,malware
2444,KONNI,malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1,S0356,https://attack.mitre.org/software/S0356,mitre-attack,"2022-10-20 14:15:04.913619","2022-10-20 14:15:04.913634",software,malware
2445,T9000,malware--876f6a77-fbc5-4e13-ab1a-5611986730a3,S0098,https://attack.mitre.org/software/S0098,mitre-attack,"2022-10-20 14:15:04.914761","2022-10-20 14:15:04.914777",software,malware
2446,"Winnti for Linux",malware--8787e86d-8475-4f13-acea-d33eb83b6105,S0430,https://attack.mitre.org/software/S0430,mitre-attack,"2022-10-20 14:15:04.916155","2022-10-20 14:15:04.916169",software,malware
2447,"gh0st RAT",malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,S0032,https://attack.mitre.org/software/S0032,mitre-attack,"2022-10-20 14:15:04.917406","2022-10-20 14:15:04.917419",software,malware
2448,Shamoon,malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,S0140,https://attack.mitre.org/software/S0140,mitre-attack,"2022-10-20 14:15:04.918666","2022-10-20 14:15:04.918680",software,malware
2449,"Skeleton Key",malware--89f63ae4-f229-4a5c-95ad-6f22ed2b5c49,S0007,https://attack.mitre.org/software/S0007,mitre-attack,"2022-10-20 14:15:04.919855","2022-10-20 14:15:04.919871",software,malware
2450,MoleNet,malware--8a59f456-79a0-4151-9f56-9b1a67332af2,S0553,https://attack.mitre.org/software/S0553,mitre-attack,"2022-10-20 14:15:04.920952","2022-10-20 14:15:04.920967",software,malware
2451,CORALDECK,malware--8ab98e25-1672-4b5f-a2fb-e60f08a5ea9e,S0212,https://attack.mitre.org/software/S0212,mitre-attack,"2022-10-20 14:15:04.922076","2022-10-20 14:15:04.922092",software,malware
2452,JHUHUGIT,malware--8ae43c46-57ef-47d5-a77a-eebb35628db2,S0044,https://attack.mitre.org/software/S0044,mitre-attack,"2022-10-20 14:15:04.923454","2022-10-20 14:15:04.923490",software,malware
2453,SPACESHIP,malware--8b880b41-5139-4807-baa9-309690218719,S0035,https://attack.mitre.org/software/S0035,mitre-attack,"2022-10-20 14:15:04.925055","2022-10-20 14:15:04.925073",software,malware
2454,BLUELIGHT,malware--8bd47506-29ae-44ea-a5c1-c57e8a1ab6b0,S0657,https://attack.mitre.org/software/S0657,mitre-attack,"2022-10-20 14:15:04.927144","2022-10-20 14:15:04.927158",software,malware
2455,KGH_SPY,malware--8bdfe255-e658-4ddd-a11c-b854762e451d,S0526,https://attack.mitre.org/software/S0526,mitre-attack,"2022-10-20 14:15:04.928243","2022-10-20 14:15:04.928260",software,malware
2456,down_new,malware--8be7c69e-d8e3-4970-9668-61de08e508cc,S0472,https://attack.mitre.org/software/S0472,mitre-attack,"2022-10-20 14:15:04.929312","2022-10-20 14:15:04.929325",software,malware
2457,Ixeshe,malware--8beac7c2-48d2-4cd9-9b15-6c452f38ac06,S0015,https://attack.mitre.org/software/S0015,mitre-attack,"2022-10-20 14:15:04.930974","2022-10-20 14:15:04.930989",software,malware
2458,Micropsia,malware--8c050cea-86e1-4b63-bf21-7af4fa483349,S0339,https://attack.mitre.org/software/S0339,mitre-attack,"2022-10-20 14:15:04.932816","2022-10-20 14:15:04.932830",software,malware
2459,Kerrdown,malware--8c1d01ff-fdc0-4586-99bd-c248e0761af5,S0585,https://attack.mitre.org/software/S0585,mitre-attack,"2022-10-20 14:15:04.934014","2022-10-20 14:15:04.934028",software,malware
2460,RARSTONE,malware--8c553311-0baa-4146-997a-f79acef3d831,S0055,https://attack.mitre.org/software/S0055,mitre-attack,"2022-10-20 14:15:04.935136","2022-10-20 14:15:04.935153",software,malware
2461,VBShower,malware--8caa18af-4758-4fd3-9600-e8af579e89ed,S0442,https://attack.mitre.org/software/S0442,mitre-attack,"2022-10-20 14:15:04.937365","2022-10-20 14:15:04.937384",software,malware
2462,Catchamas,malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a,S0261,https://attack.mitre.org/software/S0261,mitre-attack,"2022-10-20 14:15:04.938434","2022-10-20 14:15:04.938448",software,malware
2463,StoneDrill,malware--8dbadf80-468c-4a62-b817-4e4d8b606887,S0380,https://attack.mitre.org/software/S0380,mitre-attack,"2022-10-20 14:15:04.939359","2022-10-20 14:15:04.939373",software,malware
2464,OopsIE,malware--8e101fdd-9f7f-4916-bb04-6bd9e94c129c,S0264,https://attack.mitre.org/software/S0264,mitre-attack,"2022-10-20 14:15:04.940499","2022-10-20 14:15:04.940513",software,malware
2465,"4H RAT",malware--8e461ca3-0996-4e6e-a0df-e2a5bbc51ebc,S0065,https://attack.mitre.org/software/S0065,mitre-attack,"2022-10-20 14:15:04.941380","2022-10-20 14:15:04.941389",software,malware
2466,RogueRobin,malware--8ec6e3b4-b06d-4805-b6aa-af916acc2122,S0270,https://attack.mitre.org/software/S0270,mitre-attack,"2022-10-20 14:15:04.942310","2022-10-20 14:15:04.942321",software,malware
2467,Attor,malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,S0438,https://attack.mitre.org/software/S0438,mitre-attack,"2022-10-20 14:15:04.943241","2022-10-20 14:15:04.943250",software,malware
2468,DealersChoice,malware--8f460983-1bbb-4e7e-8094-f0b5e720f658,S0243,https://attack.mitre.org/software/S0243,mitre-attack,"2022-10-20 14:15:04.944042","2022-10-20 14:15:04.944052",software,malware
2469,SQLRat,malware--8fc6c9e7-a162-4ca4-a488-f1819e9a7b06,S0390,https://attack.mitre.org/software/S0390,mitre-attack,"2022-10-20 14:15:04.944930","2022-10-20 14:15:04.944940",software,malware
2470,LitePower,malware--9020f5c7-efde-4125-a4f1-1b70f1274ddd,S0680,https://attack.mitre.org/software/S0680,mitre-attack,"2022-10-20 14:15:04.945988","2022-10-20 14:15:04.946005",software,malware
2471,MegaCortex,malware--909617c3-6d87-4330-8f32-bd3af38c3b92,S0576,https://attack.mitre.org/software/S0576,mitre-attack,"2022-10-20 14:15:04.947016","2022-10-20 14:15:04.947028",software,malware
2472,StreamEx,malware--91000a8a-58cc-4aba-9ad0-993ad6302b86,S0142,https://attack.mitre.org/software/S0142,mitre-attack,"2022-10-20 14:15:04.947854","2022-10-20 14:15:04.947865",software,malware
2473,Ngrok,malware--911fe4c3-444d-4e92-83b8-cc761ac5fd3b,S0508,https://attack.mitre.org/software/S0508,mitre-attack,"2022-10-20 14:15:04.948760","2022-10-20 14:15:04.948772",software,malware
2474,BoxCaon,malware--919a056e-5104-43b9-ad55-2ac929108b71,S0651,https://attack.mitre.org/software/S0651,mitre-attack,"2022-10-20 14:15:04.950098","2022-10-20 14:15:04.950117",software,malware
